epoch,accuracy,loss,val_accuracy,val_loss
0,0.8548417,0.41280459894074334,0.9813501834869385,0.31913092732429504
1,0.9768648,0.15199912604358462,0.9818508625030518,0.16180884838104248
2,0.9763762,0.1253358066909843,0.9818512201309204,0.10095106065273285
3,0.97556645,0.11935741793778208,0.9818501472473145,0.09386547654867172
4,0.97595686,0.11339104258351856,0.9818361401557922,0.07813980430364609
5,0.9758689,0.11027736821108394,0.9818093776702881,0.10325919836759567
6,0.9764448,0.10571424058741993,0.9817659854888916,0.07057584822177887
7,0.9766007,0.10296967385543718,0.9817078113555908,0.07423289120197296
8,0.97654724,0.10193335769904985,0.9816904664039612,0.09743302315473557
9,0.9764794,0.09974090514911546,0.9816543459892273,0.10021863877773285
10,0.9769319,0.09667067995501889,0.9815675616264343,0.08519905060529709
11,0.9772056,0.09448055401444436,0.9816421866416931,0.06910988688468933
12,0.97707236,0.09388210483723217,0.9814595580101013,0.08715742826461792
13,0.9775324,0.09025699877076679,0.9811798334121704,0.08509654551744461
14,0.9778604,0.08773776193459829,0.9812018871307373,0.08379802107810974
15,0.9774229,0.08855127700501018,0.9815020561218262,0.059848353266716
16,0.97784597,0.08618532054954105,0.9813244938850403,0.0905715674161911
17,0.97780234,0.08511442198521561,0.9808316230773926,0.05488021671772003
18,0.978369,0.08184844975670179,0.9813925623893738,0.09066447615623474
19,0.9783736,0.0814315432889594,0.9810359477996826,0.05823080614209175
20,0.97842973,0.08054477588997946,0.9799126982688904,0.09949354082345963
21,0.97888637,0.07822931396464507,0.9798328280448914,0.08710857480764389
22,0.9789875,0.07810259010228845,0.9804932475090027,0.07051631063222885
23,0.9791773,0.07606650272177326,0.9809644222259521,0.08507737517356873
24,0.9790856,0.07625991904901133,0.9806236028671265,0.07268885523080826
25,0.9793384,0.07481159998310936,0.9798711538314819,0.05825822055339813
26,0.97959816,0.07405301717420419,0.9807206392288208,0.06591112911701202
27,0.9792822,0.0743398569110367,0.9807015657424927,0.06646837294101715
28,0.9800879,0.07094727754592896,0.9806216955184937,0.07960357517004013
29,0.979988,0.0709694831735558,0.9811015725135803,0.04833569377660751
30,0.9801551,0.07004426270723343,0.9793099164962769,0.07320082932710648
31,0.98041725,0.06876176372170448,0.9810227155685425,0.05229080095887184
32,0.980615,0.06785133563809925,0.9800373315811157,0.07874486595392227
33,0.9804905,0.06815404341452652,0.9807866215705872,0.05627799406647682
34,0.9811958,0.06544089892672168,0.979171872138977,0.06742554903030396
