epoch,accuracy,loss,val_accuracy,val_loss
0,0.9713956,0.13496454788578882,0.9808529615402222,0.11023352295160294
1,0.97682035,0.09432157410515679,0.9807103872299194,0.10231778770685196
2,0.97867036,0.07528125929335754,0.9809800386428833,0.08308221399784088
3,0.98072976,0.06370453197095129,0.9828357696533203,0.059180352836847305
4,0.9834139,0.0525016885664728,0.985733687877655,0.06877097487449646
5,0.9857225,0.0443281168739001,0.9866293668746948,0.056927215307950974
6,0.98710835,0.03938567559752199,0.9645407795906067,0.1375265270471573
7,0.98777175,0.0353900167470177,0.9869529604911804,0.02972358465194702
8,0.9889028,0.0315056964651578,0.964708685874939,0.09544184058904648
9,0.98946947,0.02860830428285731,0.9790135622024536,0.07264053076505661
10,0.99010557,0.026999533217814235,0.9621036648750305,0.13532039523124695
11,0.9908664,0.025205624300158685,0.9038137197494507,0.3162514269351959
12,0.99091434,0.02439424248619212,0.9849119782447815,0.043127141892910004
13,0.99179053,0.022547375431491268,0.9807559251785278,0.07175995409488678
14,0.9916738,0.02173964081125127,0.9318133592605591,0.20270377397537231
15,0.9913281,0.02078144521349006,0.9822836518287659,0.08721005171537399
16,0.99269146,0.01919856368460589,0.9589756727218628,0.12606699764728546
17,0.9927331,0.019112673815753725,0.9870880246162415,0.056874725967645645
18,0.993406,0.017813233669019407,0.9633855819702148,0.0883239358663559
19,0.9929868,0.019386007585045363,0.9810805320739746,0.07747840136289597
20,0.9940199,0.016635538472069635,0.9721984267234802,0.06661811470985413
21,0.99242014,0.01756400889199641,0.9856629967689514,0.03807156905531883
22,0.99356365,0.017083790981107287,0.9865795373916626,0.03766860440373421
23,0.99328417,0.016111082293921046,0.9802314043045044,0.042429856956005096
24,0.9938317,0.015547227807756928,0.9520710110664368,0.14013472199440002
25,0.9943606,0.014760814058697886,0.9549537897109985,0.14371056854724884
26,0.99285257,0.015124836548541984,0.9643216729164124,0.07293645292520523
27,0.99453217,0.014751236715043584,0.9904348850250244,0.028922082856297493
28,0.99410486,0.014811920747160912,0.9896142482757568,0.03310423716902733
29,0.9945854,0.014635892543527816,0.9610220193862915,0.1782720535993576
30,0.9947206,0.013691414106223319,0.9811801910400391,0.036776285618543625
31,0.994804,0.013820064259279105,0.9672684073448181,0.06733807176351547
32,0.9947685,0.01410078550171521,0.993716299533844,0.02512575313448906
33,0.99475044,0.013567154601009355,0.9850982427597046,0.046088896691799164
34,0.9953832,0.012708741907651226,0.9918182492256165,0.016806691884994507
35,0.9951138,0.013291600201692845,0.9711039662361145,0.10193584859371185
36,0.9952855,0.012735922805344064,0.9902111291885376,0.024800745770335197
37,0.9944846,0.013784274427841107,0.9901480674743652,0.01793605461716652
38,0.9954859,0.012083915139858922,0.9933444261550903,0.021449191495776176
39,0.9954618,0.011813538909579317,0.9910157918930054,0.019318509846925735
40,0.99497324,0.012510681762877437,0.990740954875946,0.03557074815034866
41,0.995508,0.012084508687257767,0.9910390377044678,0.02028314396739006
42,0.99561805,0.012023287421713272,0.9954687356948853,0.013283069245517254
43,0.9954993,0.012161214215060076,0.9885106086730957,0.018585829064249992
44,0.9948315,0.012502116358114613,0.9908856153488159,0.0300972368568182
45,0.9955593,0.011491105798631907,0.9916573166847229,0.021125398576259613
46,0.9947536,0.01198950563557446,0.9944477677345276,0.015263650566339493
47,0.99447834,0.012183207532183991,0.9735189080238342,0.04549787566065788
48,0.99593127,0.011050772273706065,0.9940382242202759,0.01579095795750618
49,0.99589,0.010777229914027783,0.9775876998901367,0.0694919154047966
50,0.99543446,0.010936901816684339,0.9906185865402222,0.026971258223056793
51,0.995778,0.010747435068090757,0.9684441089630127,0.09266424924135208
52,0.99569154,0.011678873773457275,0.9922409653663635,0.026553990319371223
53,0.9957907,0.01106128946153654,0.9924817681312561,0.011413577012717724
54,0.99568635,0.011266952152881357,0.9893930554389954,0.032695185393095016
55,0.99561363,0.011254133118523493,0.9846284985542297,0.030272260308265686
56,0.99576527,0.011510307455642356,0.9868340492248535,0.02906939759850502
57,0.9962079,0.010057193340940608,0.9935888648033142,0.025124063715338707
58,0.9955701,0.01133503290410671,0.9918404221534729,0.021208683028817177
59,0.99606645,0.010501009996773468,0.9885787963867188,0.03351612016558647
60,0.9945352,0.011615778505802154,0.9891175627708435,0.020202644169330597
61,0.9961278,0.01032811003840632,0.9888067841529846,0.04160807281732559
62,0.9958294,0.0109051666325993,0.9109956622123718,0.16446973383426666
63,0.9960978,0.010283129962368144,0.9911717176437378,0.022049741819500923
64,0.99548334,0.010845255944877863,0.9959765672683716,0.011897598393261433
65,0.99617547,0.010182006946868367,0.9939661622047424,0.01645161770284176
66,0.9961847,0.009950682169033422,0.993848443031311,0.021748479455709457
67,0.9959426,0.01042731217522588,0.9943859577178955,0.010954104363918304
68,0.99621063,0.010118260037981802,0.9958062767982483,0.0071718208491802216
69,0.9960956,0.01039731528920432,0.9951564073562622,0.00969149824231863
70,0.99636954,0.009745583993693192,0.9952054023742676,0.020335916429758072
71,0.99591064,0.01094641858815319,0.994178295135498,0.017302295193076134
72,0.9958708,0.010791573068127036,0.9911312460899353,0.0433988943696022
73,0.99597526,0.010373829506958525,0.995926558971405,0.013616991229355335
74,0.99621737,0.010019786826645335,0.9957361221313477,0.008489067666232586
75,0.9961745,0.010007749658284916,0.9915881752967834,0.016144633293151855
76,0.9963001,0.00997156691737473,0.9539840221405029,0.23094595968723297
77,0.99620396,0.009807506959057516,0.9933012127876282,0.025753667578101158
78,0.9960726,0.010318862527815833,0.9937251806259155,0.018808212131261826
79,0.99627995,0.010022946938665376,0.9863744974136353,0.03608407825231552
80,0.9961476,0.009953158845504125,0.9958133697509766,0.012449447996914387
81,0.9962162,0.009851975433735383,0.9921878576278687,0.023915207013487816
82,0.9964435,0.009365930025362306,0.9905880093574524,0.036125749349594116
83,0.9961398,0.009718171150113145,0.9919335246086121,0.0244562067091465
84,0.99632823,0.009924645732260413,0.995753288269043,0.009820044040679932
85,0.9960924,0.009829841036763456,0.9904918670654297,0.025905011221766472
86,0.9962792,0.009528846526518465,0.996876060962677,0.008136904798448086
87,0.996203,0.01000006036936409,0.9946152567863464,0.016950281336903572
88,0.99644655,0.009424892388698128,0.9903091788291931,0.015611795708537102
89,0.99636525,0.009665815314898888,0.9947296977043152,0.010324663482606411
90,0.9963097,0.009653415029040642,0.9944255352020264,0.015842050313949585
91,0.99635994,0.009267029771581291,0.9961315989494324,0.007043499033898115
92,0.9961944,0.010068569560017851,0.9955352544784546,0.010100801475346088
93,0.9961088,0.010689990558765001,0.9909942746162415,0.020589610561728477
94,0.9964231,0.009577060470150577,0.9958013892173767,0.009149953722953796
95,0.9964129,0.00942224761367672,0.995836615562439,0.01298629678785801
96,0.9964972,0.00932632079347968,0.9947612881660461,0.014970924705266953
97,0.9964708,0.009324668777278729,0.9945746660232544,0.011116786859929562
98,0.9958472,0.009287602878693077,0.9939635396003723,0.013530679978430271
99,0.9965165,0.009076047931901282,0.9960604310035706,0.011007169261574745
100,0.9963828,0.009484404744580389,0.9963890910148621,0.012906599789857864
101,0.99644303,0.0094211352057755,0.9816248416900635,0.07126110047101974
102,0.9965551,0.009077580987165372,0.9952566027641296,0.019686691462993622
103,0.9963346,0.00954611851937241,0.995085597038269,0.0119492057710886
104,0.99618024,0.009173329826444388,0.995297372341156,0.010648312047123909
105,0.99639004,0.009457317429284256,0.993522584438324,0.009828876703977585
106,0.99640834,0.00946328987677892,0.9960130453109741,0.014809003099799156
107,0.9965074,0.00936232443071074,0.9940975904464722,0.02786102332174778
108,0.9965464,0.009167392965820101,0.9957123398780823,0.010513629764318466
109,0.9965788,0.009076427689029111,0.9956838488578796,0.014385603368282318
110,0.99606365,0.009537484952145153,0.9929998517036438,0.026031654328107834
111,0.9966007,0.009034980781790283,0.9890331625938416,0.02429385669529438
112,0.9965485,0.009172585704881284,0.9957481026649475,0.01025885995477438
113,0.99659723,0.009077442147665553,0.9940454959869385,0.012821037322282791
114,0.9965745,0.009020154473061363,0.9936326146125793,0.026356404647231102
115,0.9966227,0.009000959237002663,0.9953157901763916,0.012177112512290478
116,0.99650764,0.009083226597350504,0.9955742955207825,0.011871673166751862
117,0.99666274,0.008756379276100132,0.994724452495575,0.015069457702338696
118,0.9962683,0.009141190246575408,0.9933817982673645,0.013006342574954033
119,0.9964451,0.009208855353709725,0.9945136904716492,0.014802162535488605
120,0.99657047,0.00893317334767845,0.9956671595573425,0.008616143837571144
121,0.99649537,0.009023401943138904,0.9954190850257874,0.011986803263425827
122,0.99620694,0.008883669284275836,0.99412602186203,0.01046490203589201
123,0.99665415,0.00889914074084825,0.9966005086898804,0.009817596524953842
124,0.9965053,0.009261816470987267,0.9958335161209106,0.011100265197455883
125,0.9962905,0.00921371545539134,0.9946897625923157,0.010933843441307545
126,0.9966192,0.0088298792226447,0.994088888168335,0.017542291432619095
127,0.9966378,0.008805699201507701,0.9959045052528381,0.010140073485672474
128,0.99662143,0.008668597415089607,0.994637131690979,0.021477369591593742
129,0.9966618,0.008798875282001165,0.9954680800437927,0.01274156291037798
130,0.99666643,0.008546877683450778,0.9951649308204651,0.010793432593345642
131,0.99653137,0.008781347987759444,0.9961286187171936,0.00954307522624731
132,0.99645185,0.009302252577617765,0.9967149496078491,0.00857936404645443
133,0.99663335,0.008762073366799288,0.994818389415741,0.009178142063319683
134,0.99647963,0.008824964721376697,0.9960423707962036,0.011773811653256416
135,0.9964868,0.009125344341413842,0.9956408143043518,0.011059300974011421
136,0.9966551,0.008538505403945844,0.9950551986694336,0.01594407856464386
137,0.99665266,0.00918404891466101,0.9969609379768372,0.009333997033536434
138,0.99647814,0.00910548134189513,0.996712863445282,0.010474261827766895
139,0.9966926,0.008615841545785466,0.9963480830192566,0.012885451316833496
140,0.99667525,0.008570679334095783,0.9957579970359802,0.012047589756548405
141,0.99649256,0.009333508560020062,0.9921180605888367,0.020416585728526115
142,0.9966164,0.008761544277270635,0.996751070022583,0.010578575544059277
143,0.9965896,0.008981009857315156,0.9961984157562256,0.009346405044198036
144,0.99673265,0.008487088854114215,0.995201587677002,0.013436797074973583
145,0.99668545,0.008604893936879104,0.99683678150177,0.009321175515651703
146,0.9966963,0.008767565060406924,0.9965081810951233,0.008154110051691532
147,0.99654377,0.008604496179355516,0.9946452975273132,0.013155345804989338
148,0.9968301,0.008168844112919436,0.9952415227890015,0.011670064181089401
149,0.99656874,0.008684024075046181,0.9943796992301941,0.013699493370950222
150,0.99664766,0.008503108569938276,0.9947544932365417,0.007912852801382542
151,0.9961794,0.008816746974156962,0.9936215281486511,0.012353431433439255
152,0.9966024,0.008426719319282306,0.9964203238487244,0.012771593406796455
153,0.99671274,0.008631356712430715,0.9956871271133423,0.009713554754853249
154,0.9966138,0.00900468721261455,0.9961293339729309,0.008068646304309368
155,0.996757,0.008481594537281327,0.996528148651123,0.009543866850435734
156,0.9966396,0.008953302591625188,0.9970453381538391,0.009472150355577469
157,0.99688655,0.008215809385809634,0.9967992901802063,0.007491642143577337
